job_title,comp_name,comp_type,comp_size,region,city,contract,exper,gender,positions,salary
سباك,مؤسسة اجواء اريحه للمقاولات,خاص,صغيرة فئة ب,القصيم,AL HAZM...,دوام كامل,2,M,1,3500.0
مهندس معماري داخلي,مؤسسة زرقاء اليمامة للتطوير العقاري,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,8000.0
محامي,راكان بن عويد الذيابي والبراء بن بهجت العمودي للمحاماةوالاست,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,M,1,5000.0
فني حساب كميات,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,4,M,3,5000.0
اخصائي دعم فني,شركة إنتر للاتصالات و تقنية المعلومات شركة شخص واحد,خاص,صغيرة فئة ب,القصيم,BURAYDAH...,دوام كامل,0,M,1,5000.0
فني مساحة,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,4,M,3,5000.0
فني كهروميكانيك,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,4,M,4,5000.0
فني صيانة انشاءات,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,4,M,9,5000.0
فني صيانة انشاءات,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,4,M,9,5000.0
فني شبكات اتصالات,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,4,M,2,7000.0
مهندس كهربائي,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,4,M,1,7000.0
سائق رافعة شوكية,شركة نابكو للمنتجات الورقية,خاص,عملاقة,مكة المكرمة,JEDDAH...,دوام كامل,2,M,3,5000.0
مهندس مدني,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,4,M,3,7000.0
محاسب,شركة اتقان الصيانة للمقاولات,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,1,6000.0
معلم ثانوي فيزياء,شركة الإحسان الأهلية,خاص,متوسطة فئة ب,الرياض,ABA ASLAB...,دوام كامل,2,both,3,5000.0
أخصائي أنشطة طلابية,شركة الإحسان الأهلية,خاص,متوسطة فئة ب,الرياض,ABA ASLAB...,دوام كامل,0,both,6,5000.0
محضر مختبر علوم,شركة الإحسان الأهلية,خاص,متوسطة فئة ب,الرياض,ABA ASLAB...,دوام كامل,0,both,5,5000.0
مرشد طلابي,شركة الإحسان الأهلية,خاص,متوسطة فئة ب,الرياض,ABA ASLAB...,دوام كامل,0,M,1,5000.0
مساعد إداري,شركة الإحسان الأهلية,خاص,متوسطة فئة ب,الرياض,ABA ASLAB...,دوام كامل,2,both,7,5000.0
موظف استقبال,اللحم المقطع للوجبات السريعة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,3,4000.0
مهندس صناعي,شركه يونيتشارم الخليج للصناعات الصحيه المحدوده,خاص,كبيرة,الرياض,AR RIYADH...,دوام كامل,0,M,4,7000.0
بائع,مطعم هشام عطيه صالح الغامدي للأكلات الشعبية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
محاسب,مؤسسة خالد عواض اللحياني للمقاولات,خاص,صغيرة فئة أ,مكة المكرمة,MAKKAH AL...,دوام كامل,0,F,1,4000.0
مندوب مبيعات,شركة الركن التنفيذي التجارية شركة شخص واحد,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,F,2,6000.0
سكرتير تنفيذي,بوفية الوجبة الصحية واحد لتقديم الوجبات,خاص,صغيرة فئة ب,المنطقة الشرقية,AL MUBARR...,دوام كامل,0,M,1,6000.0
مدير مالي,مطبخ ثمرات البركة لتقديم الوجبات,خاص,صغيرة فئة أ,مكة المكرمة,AL 'UFAYR...,عمل عن بعد,0,both,1,4000.0
كاتب موارد بشرية,الفلاح الراقي للوحدات السكنية المفروشة لصاحبتها شاخه فيحان,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,both,1,3200.0
موظف استقبال,ورشة عبدالعزيز بن حسين بن أحمد آل ناجي لصيانة السيارات,خاص,صغيرة فئة ب,عسير,KHAMIS MU...,دوام كامل,0,M,1,4000.0
منسق زهور,محل الف روز للزهور,خاص,صغيرة فئة أ,المدينة المنورة,ABA AL BA...,دوام كامل,0,both,1,3200.0
مشرف صحة وسلامة مهنية,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,متوسطة فئة ج,المدينة المنورة,YANBU AS ...,دوام كامل,2,M,1,5700.0
مساح كميات,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,متوسطة فئة ج,المدينة المنورة,YANBU AS ...,دوام كامل,4,M,1,7000.0
فني هندسة مدنية,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,متوسطة فئة ج,المدينة المنورة,YANBU AS ...,دوام كامل,4,M,1,5700.0
مصمم جرافيك,مكتب ابراج الوطن للاستشارات الهندسية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,4,F,1,6000.0
أخصائي مبيعات,شركة أوقية المحدودة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,4,4000.0
مهندس مدني,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,متوسطة فئة ج,المدينة المنورة,YANBU AS ...,دوام كامل,4,M,1,7000.0
مهندس مدني,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,متوسطة فئة ج,المدينة المنورة,YANBU AS ...,دوام كامل,7,M,1,13200.0
أمين صندوق,مطاعم وفرة الغذاء لتقديم الوجبات,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4000.0
مدير أشغال ومرافق عامة,شركة صقور العرب للمقاولات العامة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,3,5700.0
موظف استقبال,معهد الجودة بلس للتدريب,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,both,3,4000.0
محاسب,شركة لحظات القهوة للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,M,1,6000.0
أخصائي خدمة عملاء,شركة لحظات القهوة للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,F,1,5500.0
موظف استقبال فندق,شركة واحة المسك للتشغيل والصيانة,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,both,4,4000.0
مدير مطعم,شركة أرجاء الشمالية التجارية,خاص,صغيرة فئة ب,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,M,1,4000.0
أخصائي علاج طبيعي,مركز رضوى للحجامة,خاص,صغيرة فئة ب,المدينة المنورة,YANBU AL ...,دوام كامل,0,both,3,5000.0
أخصائي علاج طبيعي,مركز سكاكا الجوف للحجامة,خاص,صغيرة فئة ب,الجوف,SAKAKA...,دوام كامل,0,both,2,5000.0
بائع,أسواق المسارات الرائعة للتجارة,خاص,صغيرة فئة ب,عسير,MUHAYIL...,دوام كامل,0,both,2,3000.0
رئيس تنفيذي,شركة أركان البيوت العقارية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,both,2,6000.0
نادل,شركة التجارب العصريه التجارية,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,2,5000.0
عامل كاونتر مأكولات ومشروبات,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,5,4000.0
مندوب مشتريات,شركة بشار محمد قطامش للمقاولات شركة الشخص الواحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,1,4000.0
مدير فرع,مؤسسة وكف القهوة للتجارة,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,M,1,7757.0
فني كهربائي تمديدات كهربائية,شركة صقور العرب للمقاولات العامة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,3,5700.0
مبرمج قاعدة بيانات,شركة لؤلؤة الغربية التجارية (شركة شخص واحد),خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,7000.0
كاتب بيانات عملاء,شركة لؤلؤة الغربية التجارية (شركة شخص واحد),خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,both,3,4000.0
أخصائي نفسي,جمعية خيرية للخدمات الصحية,خاص,متوسطة فئة أ,الباحة,AL BAHA...,دوام كامل,0,F,1,4000.0
كاتب شحن,شركة الناقل العاجل للخدمات اللوجستية,خاص,صغيرة فئة ب,عسير,AL MAHALA...,دوام كامل,0,M,1,4000.0
بائع,مؤسسة أيوب سعد بن سعيد ال غوينم القحطاني التجارية,خاص,صغيرة فئة ب,عسير,ABRAQ AN ...,دوام كامل,0,M,1,4500.0
مساعد إداري,مكتب سواعد ينبع للاستقدام,خاص,صغيرة فئة ب,المدينة المنورة,ABA AL BA...,دوام كامل,0,M,1,3200.0
محاسب,شركة افنسبل سولوشنس لتقنية نظم المعلومات ـ شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4500.0
بائع,مؤسسة المربع الذهبي للوجبات السريعة,خاص,صغيرة فئة ب,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,F,1,4000.0
موظف استقبال,شركة رؤيتك المحدودة شركة شخص واحد,خاص,صغيرة فئة ب,الرياض,ABA AL KI...,دوام كامل,0,both,2,4500.0
مهندس معماري,شركة متوازي للاستشارات الهندسية,خاص,صغيرة فئة أ,المدينة المنورة,ABA AL BA...,دوام كامل,10,both,1,8000.0
فني كهربائي تمديدات كهربائية,الشركة السعودية العالمية للموانىء,خاص,كبيرة,المنطقة الشرقية,AD DAMMAM...,دوام كامل,4,M,10,6250.0
مدير تطوير موارد بشرية,شركة بدر حمدى حامد البلوى للاستثمار  شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,5500.0
سكرتير,مؤسسة بيكسل بيرفكت للتشغيل والصيانة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,3500.0
مدير إداري,مؤسسة حديقة الجوري للزهور,خاص,صغيرة فئة أ,القصيم,UNAYZAH...,دوام كامل,0,both,1,6000.0
سائق شاحنة ثقيلة,مؤسسة إكتفاء لنقل وتوزيع المياه,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,عمل عن بعد,0,both,2,4000.0
بائع قطع غيار مركبات,محل امتنان محمد بن يحى الموسى لقطع غيار السيارات,خاص,صغيرة فئة أ,القصيم,UNAYZAH...,دوام كامل,0,M,1,4000.0
مساعد طبيب أسنان,مجمع فيو لطب الاسنان,خاص,صغيرة فئة ب,عسير,KHAMIS MU...,دوام كامل,0,F,1,4000.0
محاسب,مكتب محمد يحي الشهراني للمحاسبه والمراجعه,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,2,6000.0
فني صيانة ميكانيكية,شركة جيزة العربية للأنظمة,خاص,متوسطة فئة ب,تبوك,ABA AL QI...,دوام كامل,7,both,1,10000.0
مهندس كهربائي,شركة جيزة العربية للأنظمة,خاص,متوسطة فئة ب,تبوك,ABA AL QI...,دوام كامل,4,M,1,7500.0
مهندس ميكانيكي,شركة جيزة العربية للأنظمة,خاص,متوسطة فئة ب,تبوك,ABA AL QI...,دوام كامل,4,M,1,7500.0
أخصائي بيانات ضخمة,شركة جيزة العربية للأنظمة,خاص,متوسطة فئة ب,تبوك,ABA AL QI...,دوام كامل,2,M,1,7500.0
مخلص جمركي,مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,خاص,متوسطة فئة ج,الرياض,AR RIYADH...,دوام كامل,7,both,1,10000.0
مهندس شبكات,شركة الانظمة التوافقية لتقنية المعلومات (شركة شخص واحد),خاص,صغيرة فئة ب,الرياض,ABA ASLAB...,دوام كامل,2,M,1,7500.0
بائع,مؤسسة كيدز تويز التجارية,خاص,صغيرة فئة ب,المدينة المنورة,AL MADINA...,دوام كامل,0,both,1,4000.0
بائع مأكولات ومشروبات,شركة الفصل الخامس للتجارة,خاص,صغيرة فئة ب,الرياض,AL KHARJ...,دوام كامل,0,M,6,4500.0
نادل,شركة الفصل الخامس للتجارة,خاص,صغيرة فئة ب,الرياض,AL KHARJ...,دوام كامل,0,F,4,4500.0
سائق شاحنة صغيرة,مؤسسة انيسة القصيم التجارية,خاص,صغيرة فئة أ,القصيم,AD DALFA'...,دوام كامل,2,M,1,4000.0
مهندس إدارة مشاريع,شركة الاداء المتوازن للمقاولات,خاص,متوسطة فئة ج,المدينة المنورة,AL MADINA...,دوام كامل,7,M,1,7000.0
مساح إحصائي,شركة جيزة العربية للأنظمة,خاص,متوسطة فئة ب,تبوك,ABA AL QI...,دوام كامل,4,M,1,5000.0
مساعد إداري,مركز السحاب للرياضة النسائية,خاص,صغيرة فئة أ,المنطقة الشرقية,AL JUBAIL...,دوام كامل,0,F,1,4000.0
عامل كاونتر مأكولات ومشروبات,شركة خيرات ريفي المحدوده,خاص,متوسطة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,5,4000.0
أخصائي علاقات عامة,مركز التوحد الأول بجدة,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,F,1,4000.0
فني عمليات تقنية معلومات,مركز التوحد الأول بجدة,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,F,1,4000.0
فني أجهزة طبية,شـركة عصــام الإقتصـــاديه وشــركاه المحـدوده.,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,M,1,4500.0
بائع مباشر,فرع شركة اجود الاطعمة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,3,4500.0
أخصائي تسويق,مؤسسة عبدالعزيز حمود عبدالعزيز القصير للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,15,4000.0
سكرتير تنفيذي,مؤسسة روح العزيمة للصيانة والنظافة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,F,1,4000.0
أخصائي تسويق,شركة العيد للاستقدام,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4500.0
بائع,مؤسسة نور الإناره للتجارة,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,M,1,4500.0
كاتب استعلامات مركز خدمة عملاء,شركة ايوان جيفت التجارية,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,F,1,3500.0
مهندس سلامة وصحة مهنية,مكتب فايد للاستشارات الهندسية,خاص,صغيرة فئة ب,المدينة المنورة,AL MADINA...,دوام كامل,2,both,1,7000.0
مهندس معماري,مكتب الطاقات الذكية للاستشارات الهندسية,خاص,صغيرة فئة أ,المنطقة الشرقية,AD DAMMAM...,دوام كامل,7,both,1,7000.0
نجّار,شركة الاعمال الشاملة للتشغيل والصيانة,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,M,5,4000.0
محاسب,مؤسسة ايرون استيل التجارية,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,F,1,5000.0
كاتب علاقات حكومية,مجموعة اجير المتحدة للتشغيل والصيانة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
مصفف شعر,صالون دار الأناقة و الجمال للتزيين النسائي,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,F,1,3600.0
حارس أمن,شركة بيت مصادر الخليج للموارد البشرية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,M,20,3600.0
موظف استقبال فندق,شركة بيت مصادر الخليج للموارد البشرية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,20,3600.0
مدخل بيانات,شركة نواف صالح البطي للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
مهندس معماري داخلي,مصنع كون الإنجاز للصناعة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,1,6000.0
فني تصميم داخلي,مصنع كون الإنجاز للصناعة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,1,4000.0
موظف استقبال فندق,شقق نور مينا الشرق للوحدات السكنية,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,M,2,4000.0
عامل تصنيع,شركة افنان العزيزية للصناعة,خاص,صغيرة فئة ب,الرياض,MALHAM...,دوام كامل,0,both,10,4000.0
مشرف إنتاج,شركة افنان العزيزية للصناعة,خاص,صغيرة فئة ب,الرياض,MALHAM...,دوام كامل,0,both,2,4000.0
مهندس إنتاج,شركة افنان العزيزية للصناعة,خاص,صغيرة فئة ب,الرياض,MALHAM...,دوام كامل,0,both,2,6000.0
أخصائي تسويق,شركة ضوء المستقبل للتعليم,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,F,3,5500.0
أخصائي خدمة عملاء,شركة ضوء المستقبل للتعليم,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,F,1,5000.0
محاسب,مغاسل مسار السرعة لخدمات السيارات,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,4,both,1,6000.0
موظف صندوق محاسبة,مؤسسة وسق لتنظيم المعارض والمؤتمرات,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,4000.0
بائع,شركه الاتقان والتجهيزات المعدنيه,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,1,4200.0
كيميائي,مصنع شركة بون للصناعات الطبية,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,M,1,8000.0
أخصائي اضطرابات تخاطب,شركة الهنوف للمقاولات,خاص,عملاقة,تبوك,ABA AL QI...,دوام كامل,0,both,1,8000.0
صيدلي,مصنع شركة بون للصناعات الطبية,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,M,1,8000.0
أخصائي تسويق,شركة انظمة تيرأ للاتصالات وتقنية المعلومات,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,M,1,6000.0
محصل,شركة المطهرات الخليجية المحدودة شركة شخص واحد,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,1,4500.0
مدير تسويق,شركة نظم الخبرات لتقنية المعلومات شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,4,both,1,10000.0
أخصائي عمليات موارد بشرية,شركة نظم الخبرات لتقنية المعلومات شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,4,both,1,10000.0
أخصائي تأمين,شركه دار الوساطه للتأمين المحدوده,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,both,5,5000.0
مصمم جرافيك,شركة فنون التعبئة للمنتجات الغذائية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,8000.0
مراسل,شركة فنون التعبئة للمنتجات الغذائية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,6999.0
سكرتير تنفيذي,شركة فنون التعبئة للمنتجات الغذائية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,F,1,7000.0
مراقب مالي,شركة فنون التعبئة للمنتجات الغذائية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,F,1,7000.0
مساعد إداري,شركة فنون التعبئة للمنتجات الغذائية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,عمل عن بعد,2,F,1,7000.0
صيدلي,شركة الانماء العربي للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,10,6000.0
مهندس معماري,شركة المساحون العرب نصر أحمد اسحاق الحسيني للاستشارات الهندس,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,7,both,1,15000.0
موظف صندوق محاسبة,مطعم فطائر الآب للوجبات السريعة,خاص,صغيرة فئة ب,المدينة المنورة,YANBU AL ...,دوام كامل,0,M,1,4000.0
كاتب موارد بشرية,مصنع غربله لمواد البناء,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,F,2,4082.0
محلل مبرمج,شركـة ايجاد التقنية لتقنية المعلومات,خاص,صغيرة فئة ب,نجران,ABA AR RA...,دوام كامل,0,both,5,10000.0
مندوب مبيعات,مؤسسة واحة القمة التجارية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,F,2,4000.0
مسؤول تراخيص وتصاريح,مؤسسة واحة القمة التجارية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,2,4000.0
كهربائي مباني,مؤسسة التكتيك المتقدمه للمقاولات,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,M,1,4000.0
مدير بحث وتطوير,جمعية ريادة لبناء وتطوير القدرات الشبابية,خاص,صغيرة فئة أ,مكة المكرمة,MAKKAH AL...,دوام كامل,4,both,1,4000.0
مهندس معماري داخلي,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,مكة المكرمة,JEDDAH...,دوام كامل,7,M,1,9900.0
أخصائي مبيعات,شركة خدمة الربط لتقنية المعلومات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,1,5000.0
مهندس كيميائي,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,مكة المكرمة,JEDDAH...,دوام كامل,7,M,1,9900.0
مهندس زراعي,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,مكة المكرمة,JEDDAH...,دوام كامل,7,M,1,9900.0
مهندس ميكانيكي,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,مكة المكرمة,JEDDAH...,دوام كامل,7,M,1,9900.0
مهندس بيئي,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,مكة المكرمة,JEDDAH...,دوام كامل,7,M,1,9900.0
موظف استقبال فندق,شركة هادية عبداللطيف جميل لتجارة المواد الغذائية,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,both,2,5500.0
فني حساب كميات,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,مكة المكرمة,JEDDAH...,دوام كامل,10,M,1,9900.0
مهندس مدني,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,متوسطة فئة ج,مكة المكرمة,JEDDAH...,دوام كامل,10,M,1,9900.0
سكرتير,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,متوسطة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,M,1,4000.0
كاتب علاقات حكومية,مجموعة اجير المتحدة للتشغيل والصيانة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
موظف استقبال فندق,فندق فيو الشاطيء الفندقية,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,M,3,4000.0
بائع,مؤسسة وسق لتنظيم المعارض والمؤتمرات,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,4000.0
مترجم,شركة فنون التعبئة للمنتجات الغذائية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,6000.0
سكرتير,مصنع غربله لمواد البناء,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4082.0
أخصائي علاج طبيعي,مركز الراحة للحجامة,خاص,صغيرة فئة ب,القصيم,UNAYZAH...,دوام كامل,2,both,2,7000.0
أخصائي علاج طبيعي,مركز الراحة للحجامة,خاص,صغيرة فئة ب,القصيم,UNAYZAH...,دوام كامل,0,both,2,5000.0
أخصائي عمليات موارد بشرية,مكتب سيجما الكفاءات للاستقدام,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,5000.0
مساعد إداري,مكتب سيجما الكفاءات للاستقدام,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,4000.0
مصمم جرافيك,مؤسسة ذوق الخيال للملتقيات والمعارض,خاص,صغيرة فئة أ,الرياض,AL HAIR...,دوام كامل,0,both,7,6000.0
محاسب,شركة الهديل الدولية للتجارة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,F,1,6500.0
عامل كاونتر مأكولات ومشروبات,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,5,4000.0
مهندس تقنية معلومات,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,7500.0
أمين مخزن,محل افاق الاعتماد للتجارة,خاص,صغيرة فئة ب,المنطقة الشرقية,ABRAQIYAH...,دوام كامل,2,both,2,4000.0
مصمم إعلان,وكالة الرؤية الرقمية للدعاية والاعلان,خاص,صغيرة فئة أ,المنطقة الشرقية,SAYHAT...,دوام كامل,0,M,1,4000.0
قهوجي,مقهى زاوية روزا لتقديم المشروبات,خاص,صغيرة فئة أ,حائل,HAIL...,دوام كامل,0,both,1,4000.0
موظف استقبال فندق,شقق احلى الايام للوحدات السكنية المفروشة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,M,1,4000.0
بائع كشك,مؤسسة الروشنة للعطور,خاص,صغيرة فئة ب,المنطقة الشرقية,AL HUFUF...,دوام كامل,0,F,1,6000.0
مهندس كهربائي,مكتب معاذ احمد علي القحطاني للاستشارات الهندسية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,1,6000.0
حاضنة أطفال,مركز عوامل النجاح ضيافة الأطفال الأهلية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,4,4000.0
فني تدفئة وتهوية وتكييف,شركة السبع سنابل (شركة شخص واحد),خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,M,1,4000.0
فني هندسة كهربائية,شركة السبع سنابل (شركة شخص واحد),خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,M,1,4000.0
مندوب مبيعات,مصنع عمر بن عبدالله بن محمد الغامدي للمنتجات الغذائية,خاص,صغيرة فئة ب,الرياض,AD DAMMAM...,دوام كامل,2,both,3,4000.0
فني كهربائي أنظمة حماية كهربائية,مؤسسة ربيع محمد صلاح الدين معاد للتجارة,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,M,1,4900.0
بائع,شركة ايوان المذاق للتجارة شركة شخص واحد,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,F,2,5000.0
