job_title,comp_name,comp_type,comp_size,region,city,contract,exper,gender,positions,salary
أخصائي تمريض,مجمع بلسم علاج الطبي العام,خاص,صغيرة فئة ب,مكة المكرمة,AL KHURMA...,دوام كامل,4,both,2,6000.0
موظف صندوق محاسبة,ديوانية مركاز الشيوخ,خاص,صغيرة فئة ب,مكة المكرمة,AL QUNFID...,دوام كامل,4,F,5,4000.0
بائع,محل تاج الطفولة لالعاب الأطفال,خاص,صغيرة فئة ب,مكة المكرمة,AL QAWZ...,دوام كامل,4,F,5,4000.0
موظف صندوق محاسبة,مطعم الينا لتقديم الوجبات,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,4,F,1,4000.0
مندوب مبيعات,شركة الورده المتميزه الصناعية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,M,4,4000.0
محامي,مجموعة البارقة للتشغيل والصيانة,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,2,F,1,6000.0
مدير عمليات تشغيل,مجموعة البارقة للتشغيل والصيانة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,both,3,7000.0
مهندس معماري داخلي,شركة اساس الحفر للمقاولات العامة,خاص,صغيرة فئة أ,الرياض,ABA ASLAB...,دوام كامل,2,F,1,4000.0
معلم رياض أطفال,مركز النجوم العالية ضيافة الأطفال الأهلية,خاص,صغيرة فئة أ,المنطقة الشرقية,AD DAMMAM...,دوام كامل,12,F,1,7500.0
حارس أمن,شركة عجائب البحار للمشروعات السياحيه والترفيهيه,خاص,متوسطة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,M,10,4408.0
مهندس مدني,شركة اساس الحفر للمقاولات العامة,خاص,صغيرة فئة أ,الرياض,ABA ASLAB...,دوام كامل,2,both,2,4000.0
بائع هاتفي,شركة جوين العالمية المحدودة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,10,5000.0
أمين متجر,شركة جوين العالمية المحدودة,خاص,صغيرة فئة ب,الرياض,ABA ASLAB...,دوام كامل,0,both,10,5500.0
مدير طباعة ونشر,مؤسسة فاطمه سعيد صالح خلف للقرطاسية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
بائع,فرع شركة متجر راحتي التجارية,خاص,متوسطة فئة ب,القصيم,BURAYDAH...,دوام كامل,0,M,7,4000.0
بائع,فرع متجر راحتي التجارية,خاص,متوسطة فئة ب,حائل,HAIL...,دوام كامل,0,M,3,4000.0
فني مختبر طبي,مجمع العرجان الطبي,خاص,متوسطة فئة أ,تبوك,TABUK...,دوام كامل,0,both,2,5000.0
بائع,شركة المشرق الذهبي المحدودة (شركة شخص واحد),خاص,صغيرة فئة ب,المدينة المنورة,AL MADINA...,دوام كامل,0,M,1,4000.0
محاسب,شركه عبداللطيف احمد العرفج وشريكه بيع مواد غذائية,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,M,4,6000.0
بائع,مؤسسة محمود عبد الخالق سعيد قاسم التجارية,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,M,1,4000.0
فني مختبر طبي,مجمع الخريف الطبي,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,2,5000.0
مبرمج قاعدة بيانات,الشركه السعوديه لصناعة المكيفات المحدوده,خاص,كبيرة,مكة المكرمة,JEDDAH...,دوام كامل,2,M,5,7500.0
عامل تصنيع,الشركه السعوديه لصناعة المكيفات المحدوده,خاص,كبيرة,مكة المكرمة,JEDDAH...,دوام كامل,0,M,15,4083.0
مهندس معماري,شركة مجموعة الفؤاد للتجارة والمقاولات المحدودة,خاص,كبيرة,مكة المكرمة,MAKKAH AL...,دوام كامل,0,M,2,7000.0
موظف صندوق محاسبة,مؤسسة متحف الغذاء للتجارة,خاص,صغيرة فئة ب,المدينة المنورة,AL MADINA...,دوام كامل,0,both,2,4000.0
أخصائي تسويق,شركة انكر اليابان,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,2,4500.0
فني نظم حاسب آلي,مؤسسة الكيان للمياه والمشروبات الغازية,خاص,صغيرة فئة ب,المدينة المنورة,AL JURF...,عمل عن بعد,0,F,1,4000.0
مدير فرع,محل لحظة لقى لتقديم المشروبات,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,1,6500.0
أخصائي تسويق,مؤسسة عبدالعزيز محمد ابراهيم العجمي التجارية,خاص,صغيرة فئة أ,المنطقة الشرقية,AL KHUBAR...,دوام كامل,2,both,2,7000.0
مصمم جرافيك,مؤسسة عبدالعزيز محمد ابراهيم العجمي التجارية,خاص,صغيرة فئة أ,المنطقة الشرقية,AL KHUBAR...,دوام كامل,2,both,2,12000.0
فني مختبر طبي,مجمع عيادات دار العلاج,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,3,5000.0
موظف صندوق محاسبة,مطعم دجاج بيك للوجبات السريعة,خاص,صغيرة فئة ب,تبوك,HAQL...,دوام كامل,2,M,1,4000.0
محامي,مكتب عبدالمحسن المحرج للمحاماة والاستشارات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,1,5500.0
مدير خدمة العملاء,شركة  الشرق المتحدة لتأجير السيارات,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,1,5000.0
محامي,مكتب عبدالمحسن المحرج للمحاماة والاستشارات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,F,1,5500.0
محامي,مكتب عبدالمحسن المحرج للمحاماة والاستشارات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,F,1,10000.0
مندوب مبيعات,شركة بوا للتجارة شركة شخص واحد,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,2,4000.0
أخصائي قانوني,شركة الضبيب والسليم لاصحابها خليفه الضبيب وحمد السليم,خاص,متوسطة فئة ج,المنطقة الشرقية,AL KHUBAR...,دوام كامل,0,both,1,5000.0
مساعد إداري,مصنع شركة صابر لإنتاج الزجاج,خاص,صغيرة فئة ب,المنطقة الشرقية,AD DAMMAM...,دوام كامل,0,F,4,4600.0
مدير عمليات موارد بشرية,شركـة نون التعليمية لتقنية المعلومات,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,4,both,1,8496.0
مندوب مبيعات,شركة بوا للتجارة شركة شخص واحد,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,both,2,4000.0
معالج صحة فم وأسنان,عيادة رامي محمد سعيد ابراهيم حسنين لطب الاسنان,خاص,صغيرة فئة ب,مكة المكرمة,GHITHAH...,دوام كامل,0,F,1,5000.0
أخصائي تسويق,مجموعة البارقة للتشغيل والصيانة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,4,6000.0
مدخل بيانات,مكتب خيارك الوحيد للخدمات العامة,خاص,صغيرة فئة أ,الباحة,AL AQIQ...,دوام كامل,0,both,2,4000.0
مدير مكتب,مكتب محمد الخليوي محامون ومستشارون قانونيون,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,1,8000.0
أخصائي أنشطة ثقافية,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,both,1,6000.0
محاسب,مؤسسة سلاسل بابل للمقاولات,خاص,صغيرة فئة ب,اخرى,ABU TARFA...,دوام كامل,0,F,3,4000.0
مساعد طبيب أسنان,مجمع سلامتك لطب الاسنان الطبي المتخصص فرع شركةخالد عبداللةكدسةوشركاه,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,0,F,6,4500.0
محصل,شركة رحابة العقارية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,5000.0
وسيط عقاري,شركة رحابة العقارية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,M,1,5000.0
وسيط عقاري,شركة رحابة العقارية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,5000.0
عامل كاونتر مأكولات ومشروبات,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,3,4000.0
مدير خدمات أطعمة ومشروبات,مؤسسة قدور نجد لخدمات الاعاشة,خاص,متوسطة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,2,both,1,6000.0
مدير إداري,شركة خالد بن عبدالعزيز الملحم وشركاؤه للاستشارات الهندسية,خاص,صغيرة فئة أ,المنطقة الشرقية,AD DAMMAM...,دوام كامل,10,M,1,6000.0
بائع,شركة مدار الفكرة للتجارة شركة شخص واحد,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
موظف استقبال,مؤسسة قوة اللمعة للسيارات,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,both,1,4500.0
مساعد إداري,شركة المردف للتجارة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,1,5000.0
أخصائي مبيعات مستلزمات طبية,شركة المردف للتجارة,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,4,both,2,8000.0
محاسب,شركة دليل المواقع لتقنية المعلومات,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,1,6500.0
سكرتير,مكتب المحامي سعد بن درويش آل محفوظ,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
أخصائي تسويق,شركة حديد السد للصناعة,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,1,5500.0
سكرتير قانوني,مكتب المحامي سعد بن درويش آل محفوظ,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,F,1,4000.0
أخصائي عمليات موارد بشرية,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,صغيرة فئة ب,مكة المكرمة,AT TAIF...,دوام كامل,2,both,1,6000.0
كاتب موارد بشرية,شركة أرتال الفندقية,خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,M,1,6250.0
عامل تعبئة وتغليف,مؤسسة أبعاد الجمال التجارية,خاص,صغيرة فئة أ,الرياض,AR RIYADH...,دوام كامل,0,F,1,4000.0
مهندس سلامة وصحة مهنية,شركة قطاف المستقبل للصناعات الغذائية,خاص,صغيرة فئة ب,الرياض,TUMAIR...,دوام كامل,4,M,1,8333.0
كاتب موارد بشرية,شركة نور الانشائية للمقاولات شركة شخص واحد,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,4,F,1,4000.0
موظف استقبال,مجمع الجمال العصري الطبي,خاص,صغيرة فئة ب,مكة المكرمة,MAKKAH AL...,دوام كامل,0,F,3,4000.0
سكرتير تنفيذي,شركة السبائك الذهبية للمعادن الثمينة,خاص,صغيرة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,2,F,1,5000.0
موظف صندوق محاسبة,شركة اسواق بساتين القصيم,خاص,متوسطة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,both,10,4000.0
موظف استقبال,مركز شار لطب الاسنان,خاص,متوسطة فئة أ,مكة المكرمة,JEDDAH...,دوام كامل,4,F,2,4000.0
بائع,شركة محمد سراج عطار وأخويه,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,M,3,4000.0
سكرتير,مؤسسة دمك للمقاولات العامة,خاص,صغيرة فئة ب,المنطقة الشرقية,BUQAYQ...,دوام كامل,0,F,1,4000.0
محاسب,مؤسسة تركي داود عبدالله الضبيعي للتجارة,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,2,both,1,5000.0
فني نظارات,مؤسسة نظارتي للبصريات,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,2,5500.0
صيدلي,فرع شركة نسيم العصرية المحدودة,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,M,1,7000.0
مساعد صحي,مجمع حكماء الدواء الطبي,خاص,صغيرة فئة أ,الباحة,AL BAHA...,دوام كامل,0,F,4,4000.0
محاسب,مجمع حكماء الدواء الطبي,خاص,صغيرة فئة أ,الباحة,AL BAHA...,دوام كامل,2,F,1,4000.0
مساعد إداري,شركة قطاف التجارية شركة شخص واحد,خاص,صغيرة فئة ب,الرياض,AR RIYADH...,دوام كامل,0,M,1,12325.0
أخصائي تسويق,مؤسسة تجمع لتقديم المشروبات,خاص,صغيرة فئة ب,مكة المكرمة,JEDDAH...,دوام كامل,0,both,1,4000.0
محصل,شركة ايجارة للتمويل (مساهمة مقفلة),خاص,متوسطة فئة أ,الرياض,AR RIYADH...,دوام كامل,2,both,2,4500.0
